﻿name,lyric
我心中尚未崩壞的地方,醒在陌生的地方 鏡頭變成了刀槍  耳語也變成了真相吉他告別了肩膀 詩人棄守了邊疆  我們活在巨大片廠幸運的孩子 爬上了殿堂  成果代價都要品嚐單純的孩子 是否變了樣  跟著遊戲規則 學著成長轟轟烈烈的排行 沸沸揚揚的頒獎  跟著節奏我常迷惘當人心變成市場 當市場變成戰場  戰場埋葬多少理想回想著理想 稀薄的希望  走著鋼索我的剛強偉大和偽裝 灰塵或輝煌  那是一線之隔 或是一線曙光每個孤單天亮 我都一個人唱  默默的讓這旋律 和我心交響就算會有一天 沒人與我合唱  至少在我的心中 還有個尚未崩壞的地方歌手追逐銷售量 記者追逐點擊量  沒有誰比誰更善良無論天后或天王 無論小兵或老將  曲終人散都要蒼涼期待著彩虹 所以開了窗  窗外只有灼熱閃光  所謂的彩虹 不過就是光只要心還透明 就能折射希望  每個孤單天亮 我都一個人唱默默的讓這旋律 和我心交響  就算會有一天 在   沒人與我合唱 至少在我的心中  還有個尚未崩壞的地方其實我們都一模一樣  無名卻充滿了莫名渴望一生等一次 發光  寧願重傷也不願悲傷讓傷痕變成了我的徽章 刺在我心臟 永遠不忘默默的讓這旋律 和我心交響至少在我的心中 自己為自己鼓掌每個孤單天亮 我都一個人唱默默的讓這旋律 和我心交響就算會有一天 沒人與我合唱至少在我的心中 還有個尚未崩壞的地方孩子一樣 不肯腐爛的土壤再唱再唱再唱再唱再唱[ti:我心中尚未崩壞的地方][ar:][al:創造小巨蛋DNA LIVE][by:檀星洲][t_time:(06:04)]
我愛夏天,我愛夏天有　漂亮美眉我　我愛夏天因為　他們穿的養眼每到夏天我要去海邊　海邊有個漂亮高雄妹只打電話不常見面我好想念　不知她會在哪個海邊
抓狂,我要飛 而你卻像 埋葬夢想的高牆 我要跳 而你卻像 地心引力的蠻強很不爽 我很不爽 不要讓我更不爽 快抓狂 我快抓狂 不要搞不清狀況我要飛 而你卻像 埋葬夢想的高牆 我要跳 而你卻像 地心引力的蠻強是你讓大氣缺氧 是你把天堂弄髒 是你把地球變成我的戰場 快抓狂 快抓狂是火藥裝滿心臟 是血管裝滿岩漿 呼吸也不能呼吸呼吸呼吸 快抓狂 快抓狂要怎樣 不然你想要怎樣 要怎樣 我們現在就明講誰怕誰 看誰先讓誰投降 誰怕誰 誰叫你要讓我 抓狂恨是火 憤怒是鋼 我是沸騰的膽量 為什麼 要生存在 天使墜落的地方很不爽 我很不爽 不要讓我更不爽 快抓狂 我快抓狂 不要搞不清狀況是你讓大氣缺氧 是你把天堂弄髒 是你把地球變成我的戰場 快抓狂 快抓狂是火藥裝滿心臟 是血管裝滿岩漿 呼吸也不能呼吸呼吸呼吸 快抓狂 快抓狂 在   要怎樣 不然你想要怎樣 要怎樣 我們現在就明講誰怕誰 看誰先讓誰投降 誰怕誰 誰叫你要讓我 抓狂要怎樣 不然你想要怎樣 要怎樣 我們現在就明講誰怕誰 看誰先讓誰投降 誰怕誰 誰叫你要讓我抓狂是你讓大氣缺氧 是你把天堂弄髒 是你把地球變成我的戰場 快抓狂 快抓狂是火藥裝滿心臟 是血管裝滿岩漿 呼吸也不能呼吸呼吸呼吸 快抓狂 快抓狂要怎樣 不然你想要怎樣 要怎樣 我們現在就明講誰怕誰 看誰先讓誰投降 誰怕誰 誰叫你要讓我 抓狂要怎樣 不然你想要怎樣 要怎樣 我們現在就明講誰怕誰 看誰先讓誰投降 誰怕誰 誰叫你要讓我 抓狂要怎樣 不然你想要怎樣 要怎樣 我們現在就明講誰怕誰 看誰先讓誰投降 誰怕誰 誰叫你要讓我 抓狂 耶 抓狂
搖滾本事,I hate to be myself天生愛墮落　又愛做一些做不到的夢(每次我)每次我開始做夢　耳朵裡聽到節奏這一生都在等待　這一生都在錯過別再找藉口　別再囉嗦因為我是我　我的對手就是我輸掉了　再接關　沒什麼好說因為我不爽　為何有那麼多豬頭搖滾的　超能力　必殺的節奏so give me rock'n roll　耳機裡失火　那耳朵好像在吃麻辣鍋 在   (吉他手)吉他手開始演奏　終於我得到自由這一生都在等待　這一生都在錯過別再找藉口　別再囉嗦因為我是我　我的對手就是我輸掉了　再接關　沒什麼好說因為我不爽　為何有那麼多豬頭搖滾的　超能力　必殺的節奏這就是我的本事　我就是這個樣子
搖滾舞台,盛盛天站在漆黑的舞台　長長的布幕還沒有拉開你是否和我一樣在期待　一樣在期待也許你曾經失敗　可是你沒有機會重來你可知人生就像那舞台　不管你愛不愛多麼希望你的喝采　隨著那節奏慢慢散開快站起來　不要走開讓我們大家一起搖擺(搖滾的樂趣　就在現在)
摩托車日記,橫越過南美洲一萬兩千里的貧窮我騎著　狂妄的　一股衝動無垠的大地　種不出一個夢只看到　那無數的　飢餓的孩子　和　絕望佃農嗚　誰在等待英雄嗚　我把左輪瞄準無情天空誰願意和我　一起寫一個傳說你還夢不夢　瘋不瘋還有沒有當初　浪漫溫柔 在   誰願意和我　一起寫一個傳說就算誰能　消滅了我卻奪不走我們　作夢的自由印地斯的天空　千年沒有出現彩虹失業的　老人在　彈著斑鳩誰露宿在街頭　誰卻住在皇宮日記上　寫滿了夢想　我決定要用　這一生背誦嗚　誰在呼喊自由嗚　我用生命挑戰宿命宇宙
擁抱,天脫下長日的假面　奔向夢幻的疆界南瓜馬車的午夜　換上童話的玻璃鞋讓我享受這感覺　我是孤傲的薔薇讓我品嚐這滋味　紛亂世界的不瞭解昨天太近　明天太遠　默默聆聽那黑夜晚風吻盡　荷花葉　任我醉倒在池邊 在   等你清楚看見我的美　月光曬乾眼淚哪一個人　愛我　將我的手　緊握抱緊我　吻我　喔　愛　別走隱藏自己的疲倦　表達自己的狼狽放縱自己的狂野　找尋自己的明天向你要求的誓言　就算是你的謊言我需要愛的慰藉　就算那愛已如潮水
放肆,蓋世群音 亞洲首唱主題曲就放肆愛放肆追 放肆去闖 放肆是我的信仰再不去闖 夢想永遠只會 是一個夢想太多又想太重的夢想 還不如乾脆不多想每一個險惡的浪 都會有浪花綻放 我決定邊衝邊欣賞牛頓要我們都活在地上 偏偏我就想要飛翔要掙脫命運綑綁 要推翻柏林圍牆 要站上巨人的肩膀夢想永遠是逆向 一路都有人阻擋人們說的荒唐卻是我的心中的天堂就放肆愛放肆追 放肆去闖 放肆的大鬧一場不能原諒 如果很多年後 我還是這樣就放肆愛放肆追 放肆去闖 放肆是我的信仰再不去闖 夢想永遠只會 是一個夢想 在   哥倫布只要有一顆星光 就膽敢橫越大西洋我還有一把吉他 我還有一群死黨 為什麼還不大聲唱達爾文假設生命是戰場 就讓我基因不投降把傷痕裝滿手掌 把鼓聲裝滿心臟 把歌聲裝滿肺活量夢想永遠是逆光 只有剪影的模樣會有什麼細節 什麼體驗 不要只猜想就放肆愛放肆追 放肆去闖 放肆的大鬧一場不能原諒 如果很多年後 我還是這樣就放肆愛放肆追 放肆去闖 放肆是我的信仰再不去闖 夢想永遠只會 是一個夢想
明白,天老地方相見 如果你發現你還有留戀就像你不願丟棄的相片 你心中的我還隱隱約約枯坐在窗前 有一個刻滿諾言的明天愛上一個人即使他不再出現 也不願拋棄最後的情緣縱然是世界遼闊 外面的精采好多給你的愛那麼多那麼濃 你還是不懂我矛盾的心 不願反覆的猜 希望你能明白我在這裡等待 就算天塌下來 希望你能明白老地方相見 如果你發現你還有留戀愛上一個人即使他不再出現 也不願拋棄最後的情緣縱然是世界遼闊 外面的精采好多 在   給你的愛那麼多那麼濃 你還是不懂我矛盾的心 不願反覆的猜 希望你能明白我在這裡等待 就算天塌下來 希望你能明白我矛盾的心 不願反覆的猜 希望你能明白昨天還在眼前 可愛的美好的卻一片混亂在我胸口 一直地 不停地跳 不停地轉 和沒有名字的期待和我矛盾的心 不願反覆的猜 希望你能明白我在這裡等待 就算天塌下來 希望你能明白我矛盾的心 不願反覆的猜 希望你能明白我在這裡等待 就等著你明白......
星空,天天摸不到的顏色 是否叫彩虹看不到的擁抱 是否叫做微風一個人 想著一個人 是否就叫寂寞命運偷走如果 只留下結果時間偷走初衷 只留下了苦衷你來過 然後你走後 只留下星空那一年我們望著星空 有那麼多的燦爛的夢以為快樂會永久 像不變星空 陪著我獵戶 天狼 織女 光年外沉默回憶 青春 夢想 何時偷偷隕落我愛過 然後我沉默 人海裡漂流那一年我們望著星空 未來的未來從沒想過當故事失去美夢 美夢失去線索 而我們失去聯絡 在   這一片無言無語星空 為什麼靜靜看我淚流如果你在的時候 會不會伸手 擁抱我細數繁星閃爍 細數此生奔波原來所有 所得 所獲 不如一夜的星空空氣中的溫柔 回憶你的笑容彷彿只要伸手 就能觸摸摸不到的顏色 是否叫彩虹看不到的擁抱 是否叫做微風一個人 習慣一個人...這一刻獨自望著星空 從前的從前從沒變過寂寞可以是忍受 也可以是享受 享受僅有的擁有那一年我們望著星空 有那麼多的燦爛的夢至少回憶會永久 像不變星空 陪著我最後只剩下星空 像不變回憶 陪著我
春天的吶喊,不要叫我比賽 不要再看我成績單不要再無奈 不要再忍耐 不要再讓我傷肝天天都火腿蛋 天天都排骨雞腿飯我需要扭轉 我需要意外 我需要感覺存在當陽光很冷淡 心情很吉普賽沒人能擋住我 跟平凡拜拜方向盤指向南 一路都不轉彎除非我看到沙灘 看到大海 看到未來爽要吶喊 不爽更要喊 壓力要甩 憂鬱要推翻爽要吶喊 用力的吶喊 喊到流汗 喊到沒遺憾一生能有幾次 跟世界宣戰不想再當模範 不想要再當乖乖牌我只想搖擺 我只想旋轉 我只想high到腿軟讓冬天被打敗 讓春天衝上了舞台讓熱血變紅 讓天空變藍 讓我把無聊炸開 在   看羚羊草枝擺 我愛上大自然來不及等淚乾 來不及防曬浪漫只怕太慢 痛快只怕太快快讓我看到沙灘 看到大海 看到未來爽要吶喊 不爽更要喊 壓力要甩 憂鬱要推翻爽要吶喊 用力的吶喊 喊到流汗 喊到沒遺憾一生能有幾次 跟世界宣戰當陽光很冷淡 心情很吉普賽沒人能擋住我 跟平凡拜拜方向盤指向南 一路都不轉彎除非我看到沙灘 看到大海 看到未來爽要吶喊 不爽更要喊 壓力要甩 憂鬱要推翻爽要吶喊 用力的吶喊 喊到流汗 喊到沒遺憾一生能有幾次 跟世界宣戰一生能有幾次 終於沒人管一生能有幾次 跟世界宣戰 感謝 A-KUEI  修正歌詞
時光機,天那陽光　碎裂在熟悉場景　好安靜一個人　能背多少的往事　真不輕誰的笑　誰的溫暖的手心　我著迷傷痕好像都變成　了曾經全劇終　看見滿場空座椅　燈亮起這故事　好像真實又像虛幻的情境只是那　好不容易被說服　的自己藉口又頂不住懊惱的侵襲＃好後悔　好傷心　想重來　行不行再一次　我就不會走向這樣的結局 在   好後悔　好傷心　誰把我　放回去我願意　付出所有來換一個時光機對不起　獨自迴盪在空氣　沒人聽最後又是孤單　到天明(最後又是孤單　到天明)真的痛　總是來的很輕盈　沒聲音從背後　慢慢緩緩抱著我　就像你你和我　還有很多的地方　還沒去為何留我荒唐的坐在這裡Repeat ＃
晚安地球人,天紫皮膚　大腦袋　血液不綠也不藍　在我已經毀滅的星球　我比還帥那一年　大逃難　爸爸把我丟上船　光的速度能比愛恨快　所以我也忘了哭來到這裡　一光年外沉睡　七年的蟬　換取　　七天的燦爛生命　穿過漫長　年代　　直到　名為人類的　災難諸葛亮　赤壁戰　萬人一塚的豪邁　千年之後重回螢幕裡　還是爭戰的舞台難道會　又重來　媽媽她說的混亂　誰能還清自己的卡債　誰能控制核子彈 在   誰能頓悟　輪迴會來大人　在冷氣房　作戰　　小孩　在太陽下　逃難石油田　的乾旱　華爾街捲起災難　終於人們發射飛彈　捍衛自己的晚餐多害怕　在未來　人類對一切習慣　拿著字典一頁頁的翻　始終找不到的字是不是愛　是不是愛不要是愛(地球人晚安　地球人晚安)不要是愛(地球人晚安　地球人晚安)不要是愛
最好的一天,閉上眼 請你閉上眼問自己 無數平凡 日子裡面選出 你生命中 最好的那一天再問你 最糟的那天或許也 留下什麼 讓你改變後來 你轉了念 貧瘠小行星 種一棵玫瑰困在囚房裡 聽見音樂 你開啟了演唱會把相親對象 組成球隊 去奪下那世界盃也許是那天！最好的一天 最好的那一天噢噢噢噢噢 噢噢噢噢噢噢歲月說 回憶才最美未來說 最好那天 還沒上演你說 太難挑選 人生三萬多天地球說 你活了百年 在   不過是 歷史角落 轉眼瞬間你的 名字故事 打噴嚏就都 全灰飛煙滅銀河說 「地球你好了沒」 你也是小小圓點宇宙說 「銀河你乖一點」 你也有千億同類你選好了沒？最好的一天 最好的那一天噢噢噢噢噢 噢噢噢噢噢噢龐大或卑微 恆久或瞬間人間的罣礙 都是相對你懷念昨天 或期待明天或是任何 還呼吸 還生存 的每個最好的今天In my life, best day, any day, best day噢噢噢噢噢 噢噢噢噢噢噢[ti:最好的一天][ar:][al:自傳][by:GetNoTogether]
最重要的小事,我　走過動盪日子　追過夢的放肆　穿過多少生死卻　假裝若無其事　穿過半個城市　只想看你樣子這一刻　最重要的事是屬於你　最小的事世界紛紛擾擾喧喧鬧鬧　什麼是真實為你跌跌撞撞傻傻笑笑　買一杯果汁就算庸庸碌碌匆匆忙忙　活過一輩子也要分分秒秒年年日日　全心守護你最小的事我　就算壯烈前世　征服滾滾亂世　萬人為我寫詩而　幸福卻是此時　靜靜幫你提著　哈囉凱蒂袋子這一刻　最重要的事是屬於你　最小的事世界紛紛擾擾喧喧鬧鬧　什麼是真實 在   為你跌跌撞撞傻傻笑笑　買一杯果汁就算庸庸碌碌匆匆忙忙　活過一輩子也要分分秒秒年年日日　全心守護你最小的事　(最重要的事)你笑得像個孩子　每個平凡小事　變成永恆故事世界紛紛擾擾喧喧鬧鬧　什麼是真實為你跌跌撞撞傻傻笑笑　買一杯果汁就算庸庸碌碌匆匆忙忙　活過一輩子也要分分秒秒年年日日　全心守護你世界紛紛擾擾喧喧鬧鬧　什麼是真實為你跌跌撞撞傻傻笑笑　買一杯果汁就算庸庸碌碌匆匆忙忙　活過一輩子也要分分秒秒年年日日　全心守護你最小的事
有些事現在不做一輩子都不會做了,年輪裡面有鐘 皺紋裡面有鐘就算暫停全世界的鐘也停不了 一秒鐘跌倒以後有痛 後悔以後有痛問你最痛會是哪一種答案說明所有想像你的孫子 孫女充滿光的瞳孔正等著你開口 等著你說你最光輝 的一次傳說每個平凡的自我 都曾幻想過以你為名的小說會是枯燥 或是雋永從前只想裝懂 裝做什麼都懂懂得生存的規則之後卻只想要 都不懂如果人類的臉 長得全都相同那麼你和人們的不同 在   就看你怎麼活想像你的白髮 皺紋緊貼你的輪廓你最終的朋友 就是此刻那些最瘋 最愛和最痛每次衝動留下的 都有所不同然而有天你會懂 就是那些讓你不同每滴眼淚掙脫後 都帶走懦弱感動總在衝動後 苦澀回憶都會溫柔每個平凡的自我 都曾幻想過然而大多的自我 都緊抓著某個理由每個渺小的理由 都困住自由有些事情還不做 你的理由會是什麼
有你的將來,天甘真正像你講　這簡單　為什麼你要離開　我不知天頂的月娘笑　我不識　認真就是浪費時間你甘愛聽阮講　阮的愛　為什麼一片一片　你不知逗陣的日子啊　這天才　無看到愛情有傷害我愛甲這出力　你只是試看麥　擾亂我原本平靜的世界我愛甲這出力　你甘未歹交代　你的心肝　無人瞭解找不到你的真情真愛　你的心像大海　聽不到阮的真心　真意的無奈走不到你我當初約束的所在　想不到　你的愛 在   甘真正像你講　甲簡單　為什麼你要離開　我不知逗陣的日子啊　這天才　無看到愛情有傷害我愛甲這出力　你只是試看麥　擾亂我原本平靜的世界我愛甲這出力　你甘未歹交代　你的心肝　無人瞭解找不到你的真情真愛　你的心像大海　聽不到阮的真心　真意的無奈走不到你我當初約束的所在　想不到　你的愛　愛甲這青睬找不到你的真情真愛　你的心像大海　聽不到阮的真心　真意的無奈走不到你我當初約束的所在　想不到　阮的愛　找不到有你的將來無人可當了解
東海小王子,榮用力推開懷舊氣味鏽鐵的車窗吹進來了平快車速的陽光深深埋進夢鄉　墨綠椅背皮墊上台北是家　還是　天堂　異鄉羅東　蘇澳　福隆　頭城　一直向北方慢慢稀薄老爸種下的稻香好久沒有再去　我的海風K歌場赤腳爬上　岩石　熱情　發燙打開陽光的寶藏　巧克力色的堅強曾經像王子一樣　海風披在我的肩膀也許理想的形狀　就像海面的朝陽 在   小時候頑皮的我　凌晨等到天亮想念的風掃過了　門前曬穀場季節又到翠綠變成金黃　媽媽等　我電話打開陽光的寶藏　巧克力色的堅強曾經像王子一樣　海風披在我的肩膀也許理想的形狀　就像海面的朝陽小時候頑皮的我　凌晨等到天亮天亮喝過瑞穗小鎮清晨的豆漿午後現身台北呼吸著希望輕快踏著生活　節奏像東岸的浪我的自信　就像　王子　一樣
步步,電視劇 步步驚情 主題曲+Cola Kai天空無一人的大街 闖入無人婚紗店 為你披上雪白誓言世界已灰飛煙滅 而愛矗立高樓間 你是真的或是我的 幻覺時光遺忘的背面 獨坐殘破的臺階 哪個亂世沒有離別天空和我的中間 只剩傾盆的思念如果相識 不能相戀 是不是還不如擦肩在失去你的風景裡面 你卻佔據了每一條街一步步曾經 一步步想念 在腳下蔓延在充滿你的回憶裡面 我獨自流浪海角天邊一步步走過 當時心願格林威治大鐘前 歸零超載的傷悲 背著我和我的諾言一起計畫的路線 對照孤單的旅店 一聲晚安 卻又喚醒 淚腺時代廣場的跨年 頤和花季的藍天 數著願望在你指尖當時有多少心願 就有多少的殘缺如果後悔 不能後退 是不是就只能往前 在   在失去你的風景裡面 你卻佔據了每一條街一步步曾經 一步步想念 在腳下蔓延在充滿你的回憶裡面 我獨自流浪海角天邊一步步走過 當時心願生如浮萍般卑微 愛卻蒼穹般壯烈我要為你爬上最險山嶽走過最崎嶇眷戀一步一步穿越在失去你的風景裡面 你卻佔據了整個世界每一張相片 每一個房間 每一滴眼淚在充滿你的回憶裡面 我獨自一人和眼淚周旋一步步走向 孤單的明天也許在來生的某個明天 我們能再寫新的情節一步步完成 當時心願一步步完成 最美殘缺
武裝,我忘了珍惜　忘了回憶　摔壞心愛的玩具我學著遠離　學著放棄　學著再沒有回憶天空的城　在解體　愛過　所以特別　的傷心　#×2最後我開始武裝自己　用眼淚　洗過自己最後我開始武裝自己　要強化　軟弱的心最後我開始武裝自己　有名字　沒有個性最後我開始武裝自己　我活著　用我的邏輯 在   我收藏恐懼　愛上恐懼　那就再沒有恐懼誰要我忍受　給我生命　是誰給了我　血液流出身體　的聲音　還你　我不稀罕　的東西最後我開始武裝自己　用眼淚　洗過自己最後我開始武裝自己　要強化　軟弱的心最後我開始武裝自己　有名字　沒有個性最後我開始武裝自己　我活著　殺出我命運
歪腰, 天生就是毛毛又躁躁 冒冒失失又亂糟糟亂沒大腦剛好沒煩惱 省事不少就算明天是末日來到 今晚一樣康熙來了音效出現好慘變好笑 整個歪腰人生就像是歌手上通告 最需要出其不意的滑倒讓眼淚交織哄堂的大笑 要壞掉也要光榮的壞掉管他的 壞就壞掉 誰不會 歪腰歪腰 命運偶爾也會 好好笑我不會 鬼吼鬼叫 頂多是 歪腰歪腰 就算搞笑我也 絕對不求饒無論是誰的無理取笑 無論如何我不計較志向越高越彎的下腰 越能歪腰 在   人生就像是連續劇預告 最需要排山倒海的瓊瑤要最後結局感人到炸掉 更需要劇情苦命到荒謬管他的 壞就壞掉 誰不會 歪腰歪腰 命運偶爾也會 好好笑我不會 鬼吼鬼叫 頂多是 歪腰歪腰 就算搞笑我也 絕對不求饒人生就像是好萊塢主角 只害怕災難等級太無聊就算是坐上鐵達尼克號 我也要浪漫浪到能炫耀管他的 壞就壞掉 誰不會 歪腰歪腰 命運偶爾也會 好好笑我不會 鬼吼鬼叫 頂多是 歪腰歪腰 就算搞笑我也 不求饒管他的 歪腰歪腰 誰不會 歪腰歪腰 命運偶爾也會 很歪腰我就是 歪腰歪腰 頂多是 歪腰歪腰 命運你就來吧 絕對不求饒[ti:]歪腰[ar:][al:]第二人生[by:]路人川
永遠的永遠,天我　昨眠的夢　小漢的我　熟悉的所在夢　猶原是夢　什麼時陣　我卻這大棕為什麼　心內的感覺　鼻頭在酸澀我想說　我已經　是漂泊的人不管按怎過按怎變按怎的人　永遠的永遠我是彼個人愛過的一切　我攏不甘放　不管天涯海角 在   不管按怎笑按怎哭按怎眠夢　永遠的永遠我是彼個人只要你一句話　我就敢搥胸膛　是不是你會等我阮愛的人　故鄉的人昨　花朵的紅　一聲變作　反白的頭髮啊　爸媽疼痛　攏無代念　阮不是故意只因為　厝內的門窗　關不住希望我想說　我打拼　一定有那天
洋蔥(2013新錄製作品),如果你眼神能夠為我 片刻的降臨如果你能聽到 心碎的聲音沉默的守護著你 沉默的等奇蹟沉默的讓自己 像是空氣大家都吃著聊著笑著 今晚多開心最角落裡的我 笑得多合群盤底的洋蔥像我 永遠是調味品偷偷的看著你 偷偷的隱藏著自己如果你願意一層一層一層 的剝開我的心你會發現 你會訝異你是我 最壓抑 最深處的秘密 在   如果你願意一層一層一層 的剝開我的心你會鼻酸 你會流淚只要你能 聽到我 看到我的全心全意聽妳說妳和妳的他們 曖昧的空氣我和我的絕望 裝得很風趣我就像一顆洋蔥 永遠是配角戲多希望能與妳 有一秒 專屬的劇情
洗衣機,洗衣機 穿著一身 退色塑料壓克力獨坐在陽台上 受 日曬風吹雨淋電視機 孩子們目光都以他為中心黑色簡約外型 多適合客廳就算是吹風機 也有流線外型緊握在手心 像跳舞親密光榮的電唱機 晉升為古董級典雅的中音 比誰都 更受歡迎木訥的洗衣機 從沒有主題曲只有風霜灰塵 讓人不想接近從來沒有 一句的怨言 你丟多少它都洗脫水總是 全心又全力 直到顫抖了身體多少年了 旋轉又旋轉 時間一眨眼過去上了年紀 卻依然盡力 孤獨勇敢洗衣機咖啡機 歐洲進口 帶著書卷貴族氣孩子都長大了 愛 圍著它喝那堤洗衣機 一直以來 度量很大 沒心機它的唯一關心 是何時放晴就算是已退役 的那台光碟機也帶我經歷 冒險和愛情冰箱的肚子裡 啤酒和冰淇淋 在   撫慰了多少 失眠和 失戀的心木訥的洗衣機 從學不會討喜洗過多少四季 然後再一世紀所有電器 都住在屋簷下 不必風吹雨淋卻只有它 孤獨的守在 陽台角落裡運行多少年了 旋轉又旋轉 時間一眨眼過去上了年紀 卻依然盡力 孤獨勇敢洗衣機突然有天 好想要幫忙 衣服放進洗衣機才發現了 它早就壞了 只是捨不得換新奇怪是誰 一直清洗著 我闖的禍和污泥好久以來 原來我衣服 全部都是媽媽洗從來沒有 一句的怨言 你丟多少她都洗她卻總是 全心又全力 直到顫抖了身體多少年了 旋轉又旋轉 時間一眨眼過去才發現了 媽媽一直是 我無聲洗衣機才發現了 她的皺紋是 無法償還的借據才發現了 她的背影是 無法釋懷的風景鋼琴+鐵琴：怪獸+可樂 Cola Kai和聲+可樂 Cola Kai[ti:]洗衣機[ar:][al:]第二人生[by:]路人川
派對動物,Let's go party party all nightOh oh oh ohHey lonely lonely goodbyeOh oh oh oh我們都有覺悟 要瘋狂到日出我們 天生 就是我很嚴肅這不能耽誤 這不能讓步那現實中 已經有太多讓步Hey 派對動物 別找退路不會跳舞 就不要跳舞 搖擺也幸福就閉著眼 以空氣吉他飆速Hey 派對動物 不要認輸你不孤獨 朋友滿屋 瘋狂胡鬧 瘋狂慶祝Let's go party party all night Oh oh oh ohAnd many many good times Oh oh oh oh不願被當寵物 寧願變成怪物噢噢 Oh oh oh oh入不敷出水電和房租 成績和任務這泡沫般人生 是那麼辛苦Hey 派對動物 是否麻木 在   你忘了笑 還忘了能哭本性被馴服花兩億年 進化卻沒有進步Hey 派對動物無論你是貓咪老虎 麻雀蝙蝠都要驕傲 都要大步Let's go party party all night Oh oh oh ohAnd many many good times Oh oh oh oh不願被當寵物 寧願變成怪物噢噢 Oh oh oh ohLet's go party party all night Oh oh oh ohHey lonely lonely goodbye Oh oh oh oh我們都有覺悟 要瘋狂到日出我們 天生 就是 派對動物Let's go party party all night Oh oh oh ohAnd many many good times Oh oh oh oh人生難得糊塗 偶爾脫軌演出噢噢 Oh oh oh ohLet's go party party all night Oh oh oh ohHey lonely lonely goodbye Oh oh oh oh我們都有覺悟 要瘋狂到日出我們 天生 就是 派對動物
溫柔,天走在風中　今天陽光　突然好溫柔天的溫柔　地的溫柔　像你抱著我然後發現　你的改變　孤單的今後如果冷　該怎麼渡過天邊風光　身邊的我　都不在你眼中你的眼中　藏著什麼　我從來都不懂沒有關係　你的世界　就讓你擁有不打擾　是我的溫柔不知道　不明瞭　不想要　為什麼　我的心明明是想靠近　卻孤單到黎明不知道　不明瞭　不想要　為什麼　我的心那愛情的綺麗　總是在孤單裡　再把我的最好的愛給你不知不覺　不情不願　又到巷子口我沒有哭　也沒有笑　因為這是夢沒有預兆　沒有理由　你真的有說過如果有　就讓你自由這是我的溫柔這是我的溫柔這是我的溫柔這是我的溫柔就讓你自由
為什麼,為什麼　為什麼　為什麼　為什麼又擱是我傷心手牽著手的熱天　凍未到風吹的寒天為什麼　為什麼　為什麼　為什麼惦在這個都市應該是歡喜的代誌　那會每一遍攏眼淚滴真正我不甘願　也不相信　今日的愛情為什麼　一聲來　一聲去　一聲放未記為什麼昨日的愛情　聽人講框金又包銀為什麼今日的這件代誌　親像在吃泡麵為什麼變甲這呢生　最憨是春嬌和志明真心藏在心裡面　愛情我真正真正玩不起真正我放不下　也玩不起　今日的愛情無睬我這愛你　這愛你　這這這愛你
為愛而生,就等你的一個眼神　就能為你長征為你佔領所有邊城　和天上的星辰如果你一個笑　如果你一個吻更多傷痕　更多犧牲　就讓愛更動人　就讓愛更永恆只因　我為愛而生　只因為　我為愛而生我來到這個世界　這個人生　為你而生存只因　我為愛而生　只因為　我為愛而生就讓我　越愛越瘋　越陷越深　越執著的靈魂 在   曾經燦爛　曾經沸騰　就不會有悔恨即使化成　無名煙塵　在故事的尾聲愛是一種天分　還是一種天真我不多想　我不多問　讓愛忘了分寸　讓我奮不顧身只因　我為愛而生　只因為　我為愛而生我來到這個世界　這個人生　為你而生存只因　我為愛而生　只因為　我為愛而生就讓我　越愛越瘋　越陷越深　越執著的靈魂
燕尾蝶,原唱：梁静茹天阿信天阿信興高采烈的破蛹 重獲新生的衝動 尋找燦爛天地 美夢主宰愛情的是誰 奮不顧身的撲火 就算輪回只為 襯托你笑 你哭 你的動作 都是我的聖經 珍惜的背頌我喜 我悲 我的生活 為妳放棄自由 要為妳左右你是火 你是風 你是織網的惡魔 破碎的 燕尾蝶 還作最後的美夢你是火 你是風 你是天使的誘惑 讓我做 燕尾蝶 擁抱最後的美夢讓我短暫快樂很感動興高采烈的破蛹 重獲新生的衝動 尋找愛情世界 美夢既然不是毛毛蟲 就要壯烈的撲火 短暫青春要像 煙火此生 此愛 此刻揮霍 揮霍我的色彩 在妳的天空你想 你說 你要我做 其實我很快樂 全都因為 在   你是火 你是風 你是織網的惡魔 破碎的 燕尾蝶 還作最後的美夢你是火 你是風 你是天使的誘惑 讓我做 燕尾蝶 擁抱最後的美夢讓我短暫快樂很感動你是火 你是風 你是織網的惡魔 破碎的 燕尾蝶 擁抱最後的美夢你是火 你是風 你是天使的誘惑 讓我做 燕尾蝶 擁抱最後的美夢讓我快樂讓我痛你是火 你是風 你是織網的惡魔 破碎的 燕尾蝶 還作最後的美夢你是火 你是風 你是天使的誘惑 讓我做 燕尾蝶 擁抱最後的美夢讓我短暫快樂很感動 讓我短暫快樂很感動[ti:燕尾蝶][ar:][al:FINAL HOME 當我們混在一起][by:]
